species	filename	url	source_url
Atriplex patula	3083728_c114521471bc15a998c4ab1988196da87a9982c2.jpg	https://storage.googleapis.com/floraondata/plantclef/3083728_c114521471bc15a998c4ab1988196da87a9982c2.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3083728/c114521471bc15a998c4ab1988196da87a9982c2.jpg
Anthemis arvensis	3102781_457d3153da79f1ce257b806bee80b6cb196f9414.jpg	https://storage.googleapis.com/floraondata/plantclef/3102781_457d3153da79f1ce257b806bee80b6cb196f9414.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3102781/457d3153da79f1ce257b806bee80b6cb196f9414.jpg
Tribulus terrestris	5421116_2652c602b57dde598dd36cde5e76bb61431315bd.jpg	https://storage.googleapis.com/floraondata/plantclef/5421116_2652c602b57dde598dd36cde5e76bb61431315bd.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/5421116/2652c602b57dde598dd36cde5e76bb61431315bd.jpg
Poa pratensis	2704178_bf77eb3723db2bc31e9152d49bb41c0f7674ca77.jpg	https://storage.googleapis.com/floraondata/plantclef/2704178_bf77eb3723db2bc31e9152d49bb41c0f7674ca77.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/2704178/bf77eb3723db2bc31e9152d49bb41c0f7674ca77.jpg
Carduus tenuiflorus	3114627_34b8848d7245dfd42f1bd8dd692b9caca424f0cb.jpg	https://storage.googleapis.com/floraondata/plantclef/3114627_34b8848d7245dfd42f1bd8dd692b9caca424f0cb.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3114627/34b8848d7245dfd42f1bd8dd692b9caca424f0cb.jpg
Rorippa palustris	3053168_060549a1ae51749f4b70e684f3f5c1cc62a6949d.jpg	https://storage.googleapis.com/floraondata/plantclef/3053168_060549a1ae51749f4b70e684f3f5c1cc62a6949d.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3053168/060549a1ae51749f4b70e684f3f5c1cc62a6949d.jpg
Anagyris foetida	2946427_f1bf93de9d3330f0ee4f8e22e7a1830f4e9d98fb.jpg	https://storage.googleapis.com/floraondata/plantclef/2946427_f1bf93de9d3330f0ee4f8e22e7a1830f4e9d98fb.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/2946427/f1bf93de9d3330f0ee4f8e22e7a1830f4e9d98fb.jpg
Alcea rosea	5406789_98f0f0ae14755fa912f076698851cd3580cd3e40.jpg	https://storage.googleapis.com/floraondata/plantclef/5406789_98f0f0ae14755fa912f076698851cd3580cd3e40.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/5406789/98f0f0ae14755fa912f076698851cd3580cd3e40.jpg
Robinia pseudoacacia	5352251_b4e785664cc01de7b0f70d41072ddf31a7d25ab8.jpg	https://storage.googleapis.com/floraondata/plantclef/5352251_b4e785664cc01de7b0f70d41072ddf31a7d25ab8.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/5352251/b4e785664cc01de7b0f70d41072ddf31a7d25ab8.jpg
Calicotome villosa	2956364_0f19a9f75fb2854f5d7d899cb9fb5358afe5450f.jpg	https://storage.googleapis.com/floraondata/plantclef/2956364_0f19a9f75fb2854f5d7d899cb9fb5358afe5450f.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/2956364/0f19a9f75fb2854f5d7d899cb9fb5358afe5450f.jpg
Pycnocomon rutifolium	8342877_51c3ec5c7ec71cfc495ca87be909e960a423d4af.jpg	https://storage.googleapis.com/floraondata/plantclef/8342877_51c3ec5c7ec71cfc495ca87be909e960a423d4af.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/8342877/51c3ec5c7ec71cfc495ca87be909e960a423d4af.jpg
Spirodela polyrhiza	4097481_28a4bc513ba81dc0bc56736f0ecf610ae80d78e1.jpg	https://storage.googleapis.com/floraondata/plantclef/4097481_28a4bc513ba81dc0bc56736f0ecf610ae80d78e1.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/4097481/28a4bc513ba81dc0bc56736f0ecf610ae80d78e1.jpg
Gaudinia fragilis	5290242_951897c8532f206b04c2da255870610aba8a9c46.jpg	https://storage.googleapis.com/floraondata/plantclef/5290242_951897c8532f206b04c2da255870610aba8a9c46.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/5290242/951897c8532f206b04c2da255870610aba8a9c46.jpg
Lathyrus linifolius	5356393_a43322f88d4ffa6f71923633ab07ec73bd6e5774.jpg	https://storage.googleapis.com/floraondata/plantclef/5356393_a43322f88d4ffa6f71923633ab07ec73bd6e5774.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/5356393/a43322f88d4ffa6f71923633ab07ec73bd6e5774.jpg
Amaranthus albus	7905507_7ab1aa06ff77f98ce6999f3d0921ff6d235f9fbd.jpg	https://storage.googleapis.com/floraondata/plantclef/7905507_7ab1aa06ff77f98ce6999f3d0921ff6d235f9fbd.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/7905507/7ab1aa06ff77f98ce6999f3d0921ff6d235f9fbd.jpg
Polygonum arenastrum	5334294_1b63bb01dd7df0b03eb26057019a2e78f46a2ea5.jpg	https://storage.googleapis.com/floraondata/plantclef/5334294_1b63bb01dd7df0b03eb26057019a2e78f46a2ea5.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/5334294/1b63bb01dd7df0b03eb26057019a2e78f46a2ea5.jpg
Carlina racemosa	3105381_3afa9e6e01829cd71c9a9a34a087f251abc0cda2.jpg	https://storage.googleapis.com/floraondata/plantclef/3105381_3afa9e6e01829cd71c9a9a34a087f251abc0cda2.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3105381/3afa9e6e01829cd71c9a9a34a087f251abc0cda2.jpg
Malva parviflora	3152378_172f5b7b099d8b44271707d6d1d33cb0d94999e3.jpg	https://storage.googleapis.com/floraondata/plantclef/3152378_172f5b7b099d8b44271707d6d1d33cb0d94999e3.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3152378/172f5b7b099d8b44271707d6d1d33cb0d94999e3.jpg
Juncus acutiflorus	2701571_c5c4678c263e090860cd5bb49e15972f0a36de52.jpg	https://storage.googleapis.com/floraondata/plantclef/2701571_c5c4678c263e090860cd5bb49e15972f0a36de52.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/2701571/c5c4678c263e090860cd5bb49e15972f0a36de52.jpg
Ludwigia palustris	5421025_dc8d50a36475762105d99af2ea7ff53272072953.jpg	https://storage.googleapis.com/floraondata/plantclef/5421025_dc8d50a36475762105d99af2ea7ff53272072953.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/5421025/dc8d50a36475762105d99af2ea7ff53272072953.jpg
Allium roseum	2855893_8781e57dcd381c3d04ace4d431d3f22b648f40c2.jpg	https://storage.googleapis.com/floraondata/plantclef/2855893_8781e57dcd381c3d04ace4d431d3f22b648f40c2.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/2855893/8781e57dcd381c3d04ace4d431d3f22b648f40c2.jpg
Orobanche rapum-genistae	3731346_72d08b252e60ff2fbb6671baf7004d7428bf8286.jpg	https://storage.googleapis.com/floraondata/plantclef/3731346_72d08b252e60ff2fbb6671baf7004d7428bf8286.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3731346/72d08b252e60ff2fbb6671baf7004d7428bf8286.jpg
Trifolium ornithopodioides	8347243_f66100e17967101297d280fcaec417ff0b3611ea.jpg	https://storage.googleapis.com/floraondata/plantclef/8347243_f66100e17967101297d280fcaec417ff0b3611ea.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/8347243/f66100e17967101297d280fcaec417ff0b3611ea.jpg
Epilobium parviflorum	3189157_26fc2c2305256b358a88f55a4f1029aec4d4948e.jpg	https://storage.googleapis.com/floraondata/plantclef/3189157_26fc2c2305256b358a88f55a4f1029aec4d4948e.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3189157/26fc2c2305256b358a88f55a4f1029aec4d4948e.jpg
Sparganium emersum	2702266_87616494f24e1d526f438139e9a676dc265a1c82.jpg	https://storage.googleapis.com/floraondata/plantclef/2702266_87616494f24e1d526f438139e9a676dc265a1c82.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/2702266/87616494f24e1d526f438139e9a676dc265a1c82.jpg
Veronica peregrina	3172104_8a209c05a24d81bda32eed9767a53f2fa5fd75a5.jpg	https://storage.googleapis.com/floraondata/plantclef/3172104_8a209c05a24d81bda32eed9767a53f2fa5fd75a5.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3172104/8a209c05a24d81bda32eed9767a53f2fa5fd75a5.jpg
Ulex europaeus	2951984_ff3fbb1983ab4e738b083ce753a42eefc17940b1.jpg	https://storage.googleapis.com/floraondata/plantclef/2951984_ff3fbb1983ab4e738b083ce753a42eefc17940b1.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/2951984/ff3fbb1983ab4e738b083ce753a42eefc17940b1.jpg
Bromus ramosus	2703766_41a67471726d2b843647dbc8e3a25e1b3c3b0a79.jpg	https://storage.googleapis.com/floraondata/plantclef/2703766_41a67471726d2b843647dbc8e3a25e1b3c3b0a79.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/2703766/41a67471726d2b843647dbc8e3a25e1b3c3b0a79.jpg
Asphodelus aestivus	2778509_1d05fb49ef3598317271413de8120dddf6639ead.jpg	https://storage.googleapis.com/floraondata/plantclef/2778509_1d05fb49ef3598317271413de8120dddf6639ead.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/2778509/1d05fb49ef3598317271413de8120dddf6639ead.jpg
Saxifraga spathularis	3752882_3e95ef6c6e5e2b4c9ecc628f88d15c349e4e3c46.jpg	https://storage.googleapis.com/floraondata/plantclef/3752882_3e95ef6c6e5e2b4c9ecc628f88d15c349e4e3c46.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3752882/3e95ef6c6e5e2b4c9ecc628f88d15c349e4e3c46.jpg
Petrorhagia nanteuilii	3085622_92c41e696ca5c2eec4f5297796666e40353fbf74.jpg	https://storage.googleapis.com/floraondata/plantclef/3085622_92c41e696ca5c2eec4f5297796666e40353fbf74.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3085622/92c41e696ca5c2eec4f5297796666e40353fbf74.jpg
Cistus ladanifer	6437976_d7bad1ea99227b150007b8da78b7ce4d7648ba64.jpg	https://storage.googleapis.com/floraondata/plantclef/6437976_d7bad1ea99227b150007b8da78b7ce4d7648ba64.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/6437976/d7bad1ea99227b150007b8da78b7ce4d7648ba64.jpg
Ononis pubescens	2977281_355d23c6e368d62e6187b85e174439ec89ec425d.jpg	https://storage.googleapis.com/floraondata/plantclef/2977281_355d23c6e368d62e6187b85e174439ec89ec425d.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/2977281/355d23c6e368d62e6187b85e174439ec89ec425d.jpg
Muscari neglectum	2772020_26f704a00d83a1314ac4e6efc3e01dad9580ee41.jpg	https://storage.googleapis.com/floraondata/plantclef/2772020_26f704a00d83a1314ac4e6efc3e01dad9580ee41.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/2772020/26f704a00d83a1314ac4e6efc3e01dad9580ee41.jpg
Valeriana dioica	2888762_ea1e9eb76bd805e58c149304a97a916199ea4392.jpg	https://storage.googleapis.com/floraondata/plantclef/2888762_ea1e9eb76bd805e58c149304a97a916199ea4392.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/2888762/ea1e9eb76bd805e58c149304a97a916199ea4392.jpg
Teucrium fruticans	2926902_b95dc707beebf74e93603e51a8c6b99bba7640ac.jpg	https://storage.googleapis.com/floraondata/plantclef/2926902_b95dc707beebf74e93603e51a8c6b99bba7640ac.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/2926902/b95dc707beebf74e93603e51a8c6b99bba7640ac.jpg
Lavandula viridis	3890777_d4f255ca16d152c7461a4140e7812674f1afc6c7.jpg	https://storage.googleapis.com/floraondata/plantclef/3890777_d4f255ca16d152c7461a4140e7812674f1afc6c7.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3890777/d4f255ca16d152c7461a4140e7812674f1afc6c7.jpg
Lilium martagon	2753146_523d6a1c2e812a5fe8b5b9c454c0234dafba3ac2.jpg	https://storage.googleapis.com/floraondata/plantclef/2753146_523d6a1c2e812a5fe8b5b9c454c0234dafba3ac2.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/2753146/523d6a1c2e812a5fe8b5b9c454c0234dafba3ac2.jpg
Ranunculus repens	3033339_7a2e623ca05ee4dbb1d53f91750b6bc9a34728d1.jpg	https://storage.googleapis.com/floraondata/plantclef/3033339_7a2e623ca05ee4dbb1d53f91750b6bc9a34728d1.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3033339/7a2e623ca05ee4dbb1d53f91750b6bc9a34728d1.jpg
Sambucus ebulus	2888722_1dcfe63550ae3afe7089501d1fb4a2829c2d73cd.jpg	https://storage.googleapis.com/floraondata/plantclef/2888722_1dcfe63550ae3afe7089501d1fb4a2829c2d73cd.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/2888722/1dcfe63550ae3afe7089501d1fb4a2829c2d73cd.jpg
Passiflora caerulea	2874199_536131f69c68c551856c5af11d6947b84992e1d3.jpg	https://storage.googleapis.com/floraondata/plantclef/2874199_536131f69c68c551856c5af11d6947b84992e1d3.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/2874199/536131f69c68c551856c5af11d6947b84992e1d3.jpg
Onopordum illyricum	3094910_0facb9fab797da231b216e002f5810e3e95d3d7a.jpg	https://storage.googleapis.com/floraondata/plantclef/3094910_0facb9fab797da231b216e002f5810e3e95d3d7a.jpg	https://lab.plantnet.org/LifeCLEF/PlantCLEF2022/train/trusted/images/3094910/0facb9fab797da231b216e002f5810e3e95d3d7a.jpg
